단지,계약일,거래금액,층,브랜드,apt_nm,lo,la
래미안블레스티지,23.07.28,275000,27,1,래미안블레스티지,127.0647382,37.48135783
래미안블레스티지,23.07.29,275000,3,1,래미안블레스티지,127.0647382,37.48135783
래미안블레스티지,23.02.04,242000,10,1,래미안블레스티지,127.0647382,37.48135783
래미안블레스티지,23.02.18,240000,5,1,래미안블레스티지,127.0647382,37.48135783
래미안블레스티지,23.05.10,247000,16,1,래미안블레스티지,127.0647382,37.48135783
래미안블레스티지,23.05.27,257000,4,1,래미안블레스티지,127.0647382,37.48135783
래미안블레스티지,23.06.13,270000,11,1,래미안블레스티지,127.0647382,37.48135783
래미안블레스티지,23.06.13,265000,18,1,래미안블레스티지,127.0647382,37.48135783
래미안블레스티지,23.06.14,270000,10,1,래미안블레스티지,127.0647382,37.48135783
래미안블레스티지,23.07.08,269000,13,1,래미안블레스티지,127.0647382,37.48135783
래미안블레스티지,23.07.12,265000,4,1,래미안블레스티지,127.0647382,37.48135783
래미안블레스티지,23.08.06,273000,16,1,래미안블레스티지,127.0647382,37.48135783
래미안블레스티지,23.08.12,282000,18,1,래미안블레스티지,127.0647382,37.48135783
래미안블레스티지,23.02.27,247000,20,1,래미안블레스티지,127.0647382,37.48135783
래미안블레스티지,23.05.25,258000,23,1,래미안블레스티지,127.0647382,37.48135783
래미안블레스티지,23.05.19,304500,3,1,래미안블레스티지,127.0647382,37.48135783
래미안블레스티지,23.09.08,340000,17,1,래미안블레스티지,127.0647382,37.48135783
래미안블레스티지,23.02.16,315000,27,1,래미안블레스티지,127.0647382,37.48135783
래미안블레스티지,23.06.26,326500,17,1,래미안블레스티지,127.0647382,37.48135783
래미안블레스티지,23.08.23,331000,2,1,래미안블레스티지,127.0647382,37.48135783
래미안블레스티지,23.07.03,430000,26,1,래미안블레스티지,127.0647382,37.48135783
래미안블레스티지,23.11.25,448000,21,1,래미안블레스티지,127.0647382,37.48135783
래미안삼성1차(103-22),22.09.27,330000,11,1,,,
래미안삼성1차(103-22),23.03.09,190000,15,1,,,
래미안삼성1차(103-22),23.08.07,258000,3,1,,,
래미안삼성1차(105-0),21.03.27,278000,13,1,,,
래미안삼성1차(105-0),21.07.13,200000,2,1,,,
래미안삼성1차(105-0),21.11.01,349000,6,1,,,
래미안삼성2차,23.07.13,229500,14,1,래미안삼성2차,127.0435239,37.51613598
래미안삼성2차,23.10.24,246500,17,1,래미안삼성2차,127.0435239,37.51613598
래미안삼성2차,23.07.01,238000,8,1,래미안삼성2차,127.0435239,37.51613598
래미안삼성2차,23.05.24,225000,5,1,래미안삼성2차,127.0435239,37.51613598
래미안삼성2차,23.09.15,345000,6,1,래미안삼성2차,127.0435239,37.51613598
래미안신사,21.09.01,200000,5,1,래미안신사,127.0197744,37.52009386
래미안신사,21.09.15,200000,6,1,래미안신사,127.0197744,37.52009386
래미안청담로이뷰,21.12.23,380000,14,1,래미안청담로이뷰,127.0564092,37.52476026
래미안청담로이뷰,22.05.25,373000,10,1,래미안청담로이뷰,127.0564092,37.52476026
래미안청담로이뷰,22.08.08,282000,5,1,래미안청담로이뷰,127.0564092,37.52476026
래미안청담로이뷰,23.04.27,380000,12,1,래미안청담로이뷰,127.0564092,37.52476026
래미안청담로이뷰,23.06.30,275000,12,1,래미안청담로이뷰,127.0564092,37.52476026
래미안펜타빌,21.04.08,310000,8,1,래미안펜타빌,127.0474279,37.50059949
래미안펜타빌,21.09.29,325000,5,1,래미안펜타빌,127.0474279,37.50059949
래미안펜타빌,21.12.30,326000,20,1,래미안펜타빌,127.0474279,37.50059949
래미안펜타빌,21.04.01,325000,4,1,래미안펜타빌,127.0474279,37.50059949
래미안펜타빌,21.07.31,348000,17,1,래미안펜타빌,127.0474279,37.50059949
래미안펜타빌,21.05.05,320000,11,1,래미안펜타빌,127.0474279,37.50059949
래미안펜타빌,22.08.29,360000,10,1,래미안펜타빌,127.0474279,37.50059949
래미안펜타빌,23.06.15,320000,14,1,래미안펜타빌,127.0474279,37.50059949
래미안펜타빌,23.07.11,349000,8,1,래미안펜타빌,127.0474279,37.50059949
래미안펜타빌,23.07.11,349000,8,1,래미안펜타빌,127.0474279,37.50059949
래미안펜타빌,23.07.20,314000,20,1,래미안펜타빌,127.0474279,37.50059949
래미안펜타빌,23.02.21,320000,20,1,래미안펜타빌,127.0474279,37.50059949
래미안펜타빌,23.02.21,320000,20,1,래미안펜타빌,127.0474279,37.50059949
래미안펜타빌,23.04.23,290000,7,1,래미안펜타빌,127.0474279,37.50059949
래미안펜타빌,23.07.03,340000,24,1,래미안펜타빌,127.0474279,37.50059949
래미안포레,21.07.09,176000,9,1,,,
래미안포레,21.08.25,179000,6,1,,,
래미안포레,21.01.13,180000,9,1,,,
래미안포레,21.01.23,183000,8,1,,,
래미안포레,21.01.23,183000,8,1,,,
래미안포레,23.05.29,144500,7,1,,,
래미안포레,23.04.11,139000,7,1,,,
럭키(462),23.04.27,208000,5,0,럭키(462),127.0462708,37.48614909
럭키(462),23.07.16,214000,2,0,럭키(462),127.0462708,37.48614909
럭키(462),23.07.31,215000,8,0,럭키(462),127.0462708,37.48614909
럭키(963),21.01.16,200000,12,0,럭키(963),127.0399521,37.49051915
럭키(963),21.01.27,196500,7,0,럭키(963),127.0399521,37.49051915
럭키(963),21.02.03,203000,15,0,럭키(963),127.0399521,37.49051915
럭키(963),21.02.10,204000,10,0,럭키(963),127.0399521,37.49051915
럭키(963),21.03.30,166000,15,0,럭키(963),127.0399521,37.49051915
럭키(963),21.06.09,204000,5,0,럭키(963),127.0399521,37.49051915
럭키(963),21.07.02,206000,12,0,럭키(963),127.0399521,37.49051915
럭키(963),21.07.07,210000,8,0,럭키(963),127.0399521,37.49051915
럭키(963),21.10.01,235000,11,0,럭키(963),127.0399521,37.49051915
럭키(963),21.04.24,230000,1,0,럭키(963),127.0399521,37.49051915
럭키(963),21.08.08,260000,13,0,럭키(963),127.0399521,37.49051915
럭키(963),21.09.27,265000,3,0,럭키(963),127.0399521,37.49051915
럭키(963),21.11.03,273000,5,0,럭키(963),127.0399521,37.49051915
럭키(963),21.11.21,274500,9,0,럭키(963),127.0399521,37.49051915
럭키(963),22.03.27,232000,11,0,럭키(963),127.0399521,37.49051915
럭키(963),22.04.01,225000,7,0,럭키(963),127.0399521,37.49051915
럭키(963),22.05.06,235500,7,0,럭키(963),127.0399521,37.49051915
럭키(963),22.04.02,270000,2,0,럭키(963),127.0399521,37.49051915
럭키(963),22.05.19,260000,1,0,럭키(963),127.0399521,37.49051915
럭키(963),23.01.12,185000,9,0,럭키(963),127.0399521,37.49051915
럭키(963),23.03.16,180000,7,0,럭키(963),127.0399521,37.49051915
럭키(963),23.04.18,176000,7,0,럭키(963),127.0399521,37.49051915
럭키(963),23.04.21,164000,1,0,럭키(963),127.0399521,37.49051915
럭키(963),23.04.28,177000,15,0,럭키(963),127.0399521,37.49051915
럭키(963),23.05.13,178000,9,0,럭키(963),127.0399521,37.49051915
럭키(963),23.05.20,185000,10,0,럭키(963),127.0399521,37.49051915
럭키(963),23.05.26,181000,5,0,럭키(963),127.0399521,37.49051915
럭키(963),23.06.22,184000,8,0,럭키(963),127.0399521,37.49051915
럭키(963),23.08.05,187000,6,0,럭키(963),127.0399521,37.49051915
럭키(963),23.10.26,198000,10,0,럭키(963),127.0399521,37.49051915
럭키(963),23.10.26,184000,1,0,럭키(963),127.0399521,37.49051915
럭키(963),23.12.13,190000,14,0,럭키(963),127.0399521,37.49051915
럭키(963),23.06.28,230000,13,0,럭키(963),127.0399521,37.49051915
럭키(963),23.09.06,238500,8,0,럭키(963),127.0399521,37.49051915
럭키(963),23.12.26,238000,12,0,럭키(963),127.0399521,37.49051915
럭키(963),23.07.23,225000,3,0,럭키(963),127.0399521,37.49051915
럭키(963),23.08.26,227000,7,0,럭키(963),127.0399521,37.49051915
레미안삼성1차(101동),21.02.01,225000,8,1,,,
레미안삼성1차(101동),21.08.06,228000,5,1,,,
레미안삼성1차(101동),23.04.13,201000,8,1,,,
로데오현대,21.04.16,140000,8,1,로데오현대,127.0373519,37.52665667
로데오현대,21.05.19,152000,5,1,로데오현대,127.0373519,37.52665667
로데오현대,22.07.30,142000,8,1,로데오현대,127.0373519,37.52665667
로데오현대,22.07.30,142000,8,1,로데오현대,127.0373519,37.52665667
로데오현대,23.09.25,162000,10,1,로데오현대,127.0373519,37.52665667
로덴하우스웨스트빌리지,21.01.22,412500,7,0,,,
로덴하우스이스트빌리지,21.01.30,425000,10,0,,,
로덴하우스이스트빌리지,21.09.24,540000,18,0,,,
로얄빌리지,21.01.22,117000,4,0,로얄빌리지,127.0345351,37.50156586
로체샤르캐슬,22.05.23,139000,4,0,로체샤르캐슬,127.0368544,37.51718368
로체샤르캐슬,22.11.10,139000,4,0,로체샤르캐슬,127.0368544,37.51718368
롯데캐슬,22.06.17,260000,8,1,롯데캐슬,127.0564555,37.50474108
롯데캐슬,22.03.05,294000,12,1,롯데캐슬,127.0564555,37.50474108
롯데캐슬노블,21.03.10,205000,6,1,롯데캐슬노블,127.0358035,37.49222088
롯데캐슬리베,23.09.19,295000,11,1,롯데캐슬리베,127.0540255,37.49625735
롯데캐슬모닝,21.01.23,225000,4,1,롯데캐슬모닝,127.0366292,37.49022984
롯데캐슬프레미어,21.01.22,255000,18,1,롯데캐슬프레미어,127.0446077,37.51530653
롯데캐슬프레미어,21.05.14,237000,4,1,롯데캐슬프레미어,127.0446077,37.51530653
롯데캐슬프레미어,21.11.27,268500,13,1,롯데캐슬프레미어,127.0446077,37.51530653
롯데캐슬프레미어,21.04.12,282000,13,1,롯데캐슬프레미어,127.0446077,37.51530653
롯데캐슬프레미어,21.05.03,284500,7,1,롯데캐슬프레미어,127.0446077,37.51530653
롯데캐슬프레미어,21.09.29,312000,3,1,롯데캐슬프레미어,127.0446077,37.51530653
롯데캐슬프레미어,21.11.24,330000,15,1,롯데캐슬프레미어,127.0446077,37.51530653
롯데캐슬프레미어,22.04.20,318000,5,1,롯데캐슬프레미어,127.0446077,37.51530653
롯데캐슬프레미어,23.08.24,258000,9,1,롯데캐슬프레미어,127.0446077,37.51530653
롯데캐슬프레미어,23.07.07,237000,19,1,롯데캐슬프레미어,127.0446077,37.51530653
롯데캐슬프레미어,23.03.31,276000,15,1,롯데캐슬프레미어,127.0446077,37.51530653
롯데캐슬프레미어,23.05.31,255000,3,1,롯데캐슬프레미어,127.0446077,37.51530653
롯데캐슬프레미어,23.02.28,292000,11,1,롯데캐슬프레미어,127.0446077,37.51530653
롯데캐슬프레미어,23.04.12,305000,19,1,롯데캐슬프레미어,127.0446077,37.51530653
롯데캐슬프레미어,23.04.21,304000,20,1,롯데캐슬프레미어,127.0446077,37.51530653
롯데캐슬프레미어,23.10.16,300000,1,1,롯데캐슬프레미어,127.0446077,37.51530653
롯데캐슬프레미어,23.10.19,305000,7,1,롯데캐슬프레미어,127.0446077,37.51530653
롯데캐슬프레미어,23.10.24,330000,11,1,롯데캐슬프레미어,127.0446077,37.51530653
롯데캐슬프레미어,23.04.07,367000,18,1,롯데캐슬프레미어,127.0446077,37.51530653
리갈팰리스,21.05.17,239000,4,0,리갈팰리스,127.0307126,37.52378116
리츠빌아파트,21.10.27,46800,1,0,,,
리츠빌아파트,21.03.19,86500,3,0,,,
리츠빌아파트,22.11.16,85000,4,0,,,
리치아르떼빌,21.07.14,205000,6,0,리치아르떼빌,127.0440103,37.4864086
리치아르떼빌,21.01.26,154000,1,0,리치아르떼빌,127.0440103,37.4864086
마블하우스,23.08.21,161000,6,0,마블하우스,127.0423611,37.51237853
마이다스힐빌라트,22.01.28,72000,2,0,마이다스힐빌라트,127.0398148,37.49765691
마일스디오빌,21.01.21,36000,10,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,21.01.31,35300,10,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,21.02.15,35000,5,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,21.03.29,35000,10,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,21.04.01,35000,10,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,21.04.15,34500,6,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,21.05.02,34000,15,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,21.05.11,34500,11,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,21.05.15,33300,4,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,21.05.24,32000,5,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,21.05.28,35000,12,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,21.05.31,37500,14,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,21.06.05,40000,13,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,21.06.05,37000,15,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,21.06.10,34781,3,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,21.06.10,34781,3,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,21.07.15,36000,3,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,21.07.27,39500,14,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,21.08.03,38000,9,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,21.08.10,37000,7,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,21.09.02,41300,14,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,21.09.05,42300,12,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,21.10.01,40000,5,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,21.10.02,41000,6,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,21.11.15,35450,3,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,21.12.15,39300,5,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,22.01.26,37000,4,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,22.01.27,42000,14,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,22.02.19,39000,9,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,22.03.30,40900,14,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,22.06.02,40500,8,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,22.06.07,40300,6,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,22.06.17,41500,13,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,22.06.28,40500,13,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,22.07.07,39500,12,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,22.08.06,38500,11,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,22.08.08,38000,14,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,22.08.12,38500,15,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,22.08.12,38500,15,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,22.08.27,37800,3,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,22.08.27,38500,3,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,22.09.03,39000,4,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,23.08.17,32000,5,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,23.08.31,39000,3,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,23.09.02,39500,4,0,마일스디오빌,127.0289783,37.51386523
마일스디오빌,23.12.28,36500,10,0,마일스디오빌,127.0289783,37.51386523
마크힐스웨스트윙,21.05.21,560000,17,0,마크힐스웨스트윙,127.0550835,37.52478197
마크힐스웨스트윙,22.02.25,570000,6,0,마크힐스웨스트윙,127.0550835,37.52478197
마크힐스이스트윙,21.04.02,530000,11,0,마크힐스이스트윙,127.0552001,37.52451922
마크힐스이스트윙,21.08.12,550000,9,0,마크힐스이스트윙,127.0552001,37.52451922
매봉삼성,21.02.28,150000,2,1,매봉삼성,127.0487309,37.489173
매봉삼성,21.05.03,172000,4,1,매봉삼성,127.0487309,37.489173
매봉삼성,22.03.24,160000,6,1,매봉삼성,127.0487309,37.489173
매봉삼성,23.04.29,149000,21,1,매봉삼성,127.0487309,37.489173
명인갤러리,21.05.13,111000,4,0,명인갤러리,127.0425126,37.49852768
목련타운,21.01.04,220000,7,0,목련타운,127.0856715,37.48472052
목련타운,21.04.06,237500,13,0,목련타운,127.0856715,37.48472052
목련타운,21.07.10,235000,3,0,목련타운,127.0856715,37.48472052
목련타운,21.01.14,220000,15,0,목련타운,127.0856715,37.48472052
목련타운,21.05.26,220000,1,0,목련타운,127.0856715,37.48472052
목련타운,21.07.02,257000,15,0,목련타운,127.0856715,37.48472052
목련타운,21.08.16,279000,7,0,목련타운,127.0856715,37.48472052
목련타운,21.11.02,292000,10,0,목련타운,127.0856715,37.48472052
목련타운,22.03.30,253000,5,0,목련타운,127.0856715,37.48472052
목련타운,22.08.31,245000,8,0,목련타운,127.0856715,37.48472052
목련타운,22.12.09,210000,14,0,목련타운,127.0856715,37.48472052
목련타운,22.12.12,227000,6,0,목련타운,127.0856715,37.48472052
목련타운,23.01.01,175000,6,0,목련타운,127.0856715,37.48472052
목련타운,23.01.01,175000,6,0,목련타운,127.0856715,37.48472052
목련타운,23.02.01,194500,13,0,목련타운,127.0856715,37.48472052
목련타운,23.02.07,181000,14,0,목련타운,127.0856715,37.48472052
목련타운,23.02.08,187000,13,0,목련타운,127.0856715,37.48472052
목련타운,23.02.21,187500,4,0,목련타운,127.0856715,37.48472052
목련타운,23.02.25,189000,3,0,목련타운,127.0856715,37.48472052
목련타운,23.03.30,195000,10,0,목련타운,127.0856715,37.48472052
목련타운,23.05.18,202000,5,0,목련타운,127.0856715,37.48472052
목련타운,23.05.31,200000,5,0,목련타운,127.0856715,37.48472052
목련타운,23.06.03,196500,4,0,목련타운,127.0856715,37.48472052
목련타운,23.08.15,220000,5,0,목련타운,127.0856715,37.48472052
목련타운,23.10.24,227500,9,0,목련타운,127.0856715,37.48472052
목련타운,23.02.18,209500,1,0,목련타운,127.0856715,37.48472052
목련타운,23.02.25,210000,14,0,목련타운,127.0856715,37.48472052
목련타운,23.03.04,239000,14,0,목련타운,127.0856715,37.48472052
목련타운,23.04.26,177000,8,0,목련타운,127.0856715,37.48472052
목련타운,23.05.04,240000,13,0,목련타운,127.0856715,37.48472052
목련타운,23.05.16,239000,13,0,목련타운,127.0856715,37.48472052
목련타운,23.06.15,228000,3,0,목련타운,127.0856715,37.48472052
목련타운,23.07.17,250000,10,0,목련타운,127.0856715,37.48472052
목련타운,23.11.30,243000,2,0,목련타운,127.0856715,37.48472052
목화,22.07.21,285000,4,0,목화,127.049903,37.52812394
목화,23.01.05,300000,6,0,목화,127.049903,37.52812394
미성1차,21.04.26,321000,6,0,미성1차,127.0202282,37.52530763
미성1차,21.03.11,277000,7,0,미성1차,127.0202282,37.52530763
미성1차,21.08.26,330000,3,0,미성1차,127.0202282,37.52530763
미성1차,21.03.15,420000,7,0,미성1차,127.0202282,37.52530763
미성1차,21.01.30,430000,4,0,미성1차,127.0202282,37.52530763
미성1차,21.04.26,530000,13,0,미성1차,127.0202282,37.52530763
미성1차,23.09.09,530000,11,0,미성1차,127.0202282,37.52530763
미성1차,23.06.22,440000,2,0,미성1차,127.0202282,37.52530763
미성1차,23.08.10,525000,9,0,미성1차,127.0202282,37.52530763
미성2차,21.01.09,240000,6,0,미성2차,127.0190454,37.52382745
미성2차,21.02.01,249500,12,0,미성2차,127.0190454,37.52382745
미성2차,21.02.23,238500,7,0,미성2차,127.0190454,37.52382745
미성2차,21.03.02,242200,16,0,미성2차,127.0190454,37.52382745
미성2차,21.04.14,243000,3,0,미성2차,127.0190454,37.52382745
미성2차,21.12.23,305000,9,0,미성2차,127.0190454,37.52382745
미성2차,21.04.06,345000,10,0,미성2차,127.0190454,37.52382745
미성2차,21.01.21,346000,5,0,미성2차,127.0190454,37.52382745
미성2차,21.02.09,305000,15,0,미성2차,127.0190454,37.52382745
미성2차,21.04.23,398000,12,0,미성2차,127.0190454,37.52382745
미성2차,21.12.23,410000,13,0,미성2차,127.0190454,37.52382745
미성2차,22.04.19,321000,16,0,미성2차,127.0190454,37.52382745
미성2차,22.04.19,321000,16,0,미성2차,127.0190454,37.52382745
미성2차,22.07.05,317500,6,0,미성2차,127.0190454,37.52382745
미성2차,22.04.06,447000,10,0,미성2차,127.0190454,37.52382745
미성2차,22.04.30,470000,3,0,미성2차,127.0190454,37.52382745
미성2차,22.12.19,400000,11,0,미성2차,127.0190454,37.52382745
미성2차,23.02.16,245000,7,0,미성2차,127.0190454,37.52382745
미성2차,23.02.25,262500,4,0,미성2차,127.0190454,37.52382745
미성2차,23.03.07,250000,1,0,미성2차,127.0190454,37.52382745
미성2차,23.05.12,221500,2,0,미성2차,127.0190454,37.52382745
미성2차,23.06.12,263000,6,0,미성2차,127.0190454,37.52382745
미성2차,23.09.08,300000,17,0,미성2차,127.0190454,37.52382745
미성2차,23.11.06,300000,15,0,미성2차,127.0190454,37.52382745
미성2차,23.11.13,290000,11,0,미성2차,127.0190454,37.52382745
미성2차,23.07.12,373000,6,0,미성2차,127.0190454,37.52382745
미성2차,23.07.22,378000,7,0,미성2차,127.0190454,37.52382745
미성2차,23.08.29,395000,10,0,미성2차,127.0190454,37.52382745
미성2차,23.03.15,400000,13,0,미성2차,127.0190454,37.52382745
미성2차,23.05.08,408000,9,0,미성2차,127.0190454,37.52382745
미성2차,23.07.27,400000,2,0,미성2차,127.0190454,37.52382745
미성2차,23.09.07,418000,11,0,미성2차,127.0190454,37.52382745
미성2차,23.10.19,445000,17,0,미성2차,127.0190454,37.52382745
미켈란107,21.03.08,170000,7,0,미켈란107,127.060484,37.51472139
미켈란107,22.01.06,205000,14,0,미켈란107,127.060484,37.51472139
미켈란107,23.10.20,151300,14,0,미켈란107,127.060484,37.51472139
미켈란147,21.03.01,155000,10,0,미켈란147,127.0559397,37.51317205
미켈란147,21.07.20,164000,21,0,미켈란147,127.0559397,37.51317205
미켈란147,21.09.02,165000,20,0,미켈란147,127.0559397,37.51317205
범신칼릭스빌,21.02.18,135000,2,0,범신칼릭스빌,127.0508632,37.52526904
범신칼릭스빌,21.10.02,150000,3,0,범신칼릭스빌,127.0508632,37.52526904
벨러스빌,22.02.14,65000,5,0,벨러스빌,127.0226347,37.51290571
브라운스톤,21.02.02,250000,6,0,브라운스톤,127.0245896,37.51313847
브라운스톤,21.05.14,280000,4,0,브라운스톤,127.0245896,37.51313847
브라운스톤,21.05.10,240000,4,0,브라운스톤,127.0245896,37.51313847
브라운스톤역삼,21.06.02,91000,4,0,브라운스톤역삼,127.0378819,37.4956543
브라운스톤역삼,22.01.27,109000,7,0,브라운스톤역삼,127.0378819,37.4956543
브라운스톤역삼,22.04.15,98000,12,0,브라운스톤역삼,127.0378819,37.4956543
브라운스톤역삼,22.06.10,95000,12,0,브라운스톤역삼,127.0378819,37.4956543
블루밍하우스,21.11.24,230000,3,0,블루밍하우스,127.0522523,37.51739315
블루밍하우스,21.11.24,230000,3,0,블루밍하우스,127.0522838,37.51726665
비쥬힐,21.11.16,95000,4,0,비쥬힐,127.0273058,37.51485298
빌폴라리스,21.07.07,490000,20,0,빌폴라리스,127.0537734,37.52549975
빌폴라리스,21.11.22,516500,17,0,빌폴라리스,127.0537734,37.52549975
빌폴라리스,23.03.06,485000,2,0,빌폴라리스,127.0537734,37.52549975
빌폴라리스,23.05.15,570000,11,0,빌폴라리스,127.0537734,37.52549975
삼부아그레빌,23.12.28,190000,12,0,삼부아그레빌,127.0640986,37.51791032
삼부아파트102동,21.08.24,175000,1,0,,,
삼부아파트102동,23.09.19,160000,8,0,,,
삼성,21.04.27,155000,1,1,삼성,127.0837559,37.49293029
삼성,21.04.27,155000,1,1,삼성,127.0908822,37.48485589
삼성,21.04.27,155000,1,1,삼성,127.0464303,37.48871261
삼성,21.01.15,136900,8,1,삼성,127.0837559,37.49293029
삼성,21.01.15,136900,8,1,삼성,127.0908822,37.48485589
삼성,21.01.15,136900,8,1,삼성,127.0464303,37.48871261
삼성,21.04.17,150000,9,1,삼성,127.0837559,37.49293029
삼성,21.04.17,150000,9,1,삼성,127.0908822,37.48485589
삼성,21.04.17,150000,9,1,삼성,127.0464303,37.48871261
삼성,21.01.18,176000,2,1,삼성,127.0837559,37.49293029
삼성,21.01.18,176000,2,1,삼성,127.0908822,37.48485589
삼성,21.01.18,176000,2,1,삼성,127.0464303,37.48871261
삼성,21.01.21,190000,4,1,삼성,127.0837559,37.49293029
삼성,21.01.21,190000,4,1,삼성,127.0908822,37.48485589
삼성,21.01.21,190000,4,1,삼성,127.0464303,37.48871261
삼성,21.04.18,200000,10,1,삼성,127.0837559,37.49293029
삼성,21.04.18,200000,10,1,삼성,127.0908822,37.48485589
삼성,21.04.18,200000,10,1,삼성,127.0464303,37.48871261
삼성,21.06.04,212000,6,1,삼성,127.0837559,37.49293029
삼성,21.06.04,212000,6,1,삼성,127.0908822,37.48485589
삼성,21.06.04,212000,6,1,삼성,127.0464303,37.48871261
삼성,21.07.13,210000,12,1,삼성,127.0837559,37.49293029
삼성,21.07.13,210000,12,1,삼성,127.0908822,37.48485589
삼성,21.07.13,210000,12,1,삼성,127.0464303,37.48871261
삼성,21.04.27,200000,2,1,삼성,127.0837559,37.49293029
삼성,21.04.27,200000,2,1,삼성,127.0908822,37.48485589
삼성,21.04.27,200000,2,1,삼성,127.0464303,37.48871261
삼성,22.11.09,144000,11,1,삼성,127.0837559,37.49293029
삼성,22.11.09,144000,11,1,삼성,127.0908822,37.48485589
삼성,22.11.09,144000,11,1,삼성,127.0464303,37.48871261
삼성,22.01.15,220000,5,1,삼성,127.0837559,37.49293029
삼성,22.01.15,220000,5,1,삼성,127.0908822,37.48485589
삼성,22.01.15,220000,5,1,삼성,127.0464303,37.48871261
삼성,23.03.18,135000,7,1,삼성,127.0837559,37.49293029
삼성,23.03.18,135000,7,1,삼성,127.0908822,37.48485589
삼성,23.03.18,135000,7,1,삼성,127.0464303,37.48871261
삼성,23.10.10,178000,1,1,삼성,127.0837559,37.49293029
삼성,23.10.10,178000,1,1,삼성,127.0908822,37.48485589
삼성,23.10.10,178000,1,1,삼성,127.0464303,37.48871261
삼성,23.01.30,175000,5,1,삼성,127.0837559,37.49293029
삼성,23.01.30,175000,5,1,삼성,127.0908822,37.48485589
삼성,23.01.30,175000,5,1,삼성,127.0464303,37.48871261
삼성,21.01.08,153000,9,1,삼성,127.0837559,37.49293029
삼성,21.01.08,153000,9,1,삼성,127.0908822,37.48485589
삼성,21.01.08,153000,9,1,삼성,127.0464303,37.48871261
삼성,21.01.01,176000,8,1,삼성,127.0837559,37.49293029
삼성,21.01.01,176000,8,1,삼성,127.0908822,37.48485589
삼성,21.01.01,176000,8,1,삼성,127.0464303,37.48871261
삼성,21.01.28,165000,2,1,삼성,127.0837559,37.49293029
삼성,21.01.28,165000,2,1,삼성,127.0908822,37.48485589
삼성,21.01.28,165000,2,1,삼성,127.0464303,37.48871261
삼성,21.01.28,169100,3,1,삼성,127.0837559,37.49293029
삼성,21.01.28,169100,3,1,삼성,127.0908822,37.48485589
삼성,21.01.28,169100,3,1,삼성,127.0464303,37.48871261
삼성,21.01.28,159289,1,1,삼성,127.0837559,37.49293029
삼성,21.01.28,159289,1,1,삼성,127.0908822,37.48485589
삼성,21.01.28,159289,1,1,삼성,127.0464303,37.48871261
삼성,21.01.29,186500,13,1,삼성,127.0837559,37.49293029
삼성,21.01.29,186500,13,1,삼성,127.0908822,37.48485589
삼성,21.01.29,186500,13,1,삼성,127.0464303,37.48871261
삼성,21.01.29,179000,2,1,삼성,127.0837559,37.49293029
삼성,21.01.29,179000,2,1,삼성,127.0908822,37.48485589
삼성,21.01.29,179000,2,1,삼성,127.0464303,37.48871261
